,words,labels
29608,the architectural landmark in cuba be stunning,O O O O U-ISLAND O O
29609,if you have see the news you know jacksonville as a whole take significant damage from irma historic downtown flooding tree down all over,O O O O O O O O U-CITY O O O O O O O O O O O O O O O
29610,fayetteville welcome irma evacuee with open arm,U-CITY O O O O O O
29611,spread the word our friend neighbor at be collect supplies for relief,O O O O O O O O O O O O
29612,i have always want to travel to miami,O O O O O O O U-CITY
29613,jacksonville have a thriving theater scene,U-CITY O O O O O
29614,jacksonville have a unique architectural style,U-CITY O O O O O
29615,ga be know for its excellent healthcare facility,O O O O O O O O
29616,the local music festival in atlanta be a highlight of the year,O O O O O U-CITY O O O O O O
29617,south carolina georgia be a top destination for cultural tourism,B-STATE I-STATE L-STATE O O O O O O O
29618,have you hear about the recent event in atlanta south carolina georgia,O O O O O O O O U-CITY B-STATE I-STATE L-STATE
29619,florida tampa bay have a dynamic and evolve art scene,U-STATE B-CITY L-CITY O O O O O O O
29620,florida jacksonville be renown for its lively cultural festival,U-STATE U-CITY O O O O O O O
29621,miami be a key player in the regional economy,U-CITY O O O O O O O O
29622,damage in miami after monday september 11 2017,O O U-CITY O O O O O
29623,withlacoochee be a key player in the regional economy,O O O O O O O O O
29624,havana have a variety of historical landmark,U-CITY O O O O O O
29625,florida naples be a top destination for cultural tourism,U-STATE U-CITY O O O O O O O
29626,fl ga be a popular spot for outdoor festival and event,B-STATE L-STATE O O O O O O O O O
29627,the local art and craft market in fl texas be vibrant and diverse,O O O O O O O B-STATE L-STATE O O O O
29628,miami tampa naples jacksonville have a variety of historical landmark,U-CITY U-STATE B-CITY L-CITY O O O O O O
29629,retweet washington post more than 12 million without power in florida as hurricane irmas,O U-STATE O O O O O O O O U-STATE O O O
29630,the unique festival in tortola attract visitor from around the world,O O O O U-ISLAND O O O O O O
29631,miami be know for its picturesque riverfront,U-CITY O O O O O O
29632,the natural beauty of beaufort attract many photographer,O O O O U-CITY O O O
29633,victim of caribbean island need your help,O O U-ISLAND O O O O
29634,leave widespread destruction across the caribbean foxnewsus,O O O O O U-ISLAND O
29635,boca area be famous for its festival,O O O O O O O
29636,the cultural heritage of florida palm beach be celebrate through numerous event,O O O O U-STATE B-CITY L-CITY O O O O O
29637,the local celebration in sarasota charlotte bring the community together,O O O O B-CITY L-CITY O O O O
29638,the annual parade in sc fl ga be a major attraction,O O O O B-STATE I-STATE L-STATE O O O O
29639,cuba be know for its beautiful historic neighborhood,U-ISLAND O O O O O O O
29640,the local artist in cuba contribute to its vibrant cultural scene,O O O O U-ISLAND O O O O O O
29641,florida tampa bay be know for its traditional dance performance,U-STATE B-CITY L-CITY O O O O O O O
29642,the park in cuba be well maintain,O O O U-ISLAND O O O
29643,the sport event in virgin island dominica us be very popular,O O O O U-ISLAND O U-COUNTRY O O O O
29644,the cultural event in berkeleycounty be well organize,O O O O O O O O
29645,florida fl be renown for its innovative architecture,B-STATE L-STATE O O O O O O
29646,my awesome 2017 evacuation squad in asheville live it up norestforthewicked,O O O O O O U-CITY O O O O
29647,surveying damage in bonita springs be commit to help our community recover follow irma,O O O B-CITY L-CITY O O O O O O O O O
29648,saint martin have a thriving art and culture community,B-ISLAND L-ISLAND O O O O O O O
29649,the outdoor festival in jacksonville area be a big draw for tourist,O O O O O O O O O O O O
29650,the cultural heritage of saint martin be celebrate through numerous event,O O O O B-ISLAND L-ISLAND O O O O O
29651,the street festival in columbus offer a taste of local culture,O O O O U-CITY O O O O O O
29652,cuba be a top destination for cultural tourism,U-ISLAND O O O O O O O
29653,drone footage show how hurricane irma destroy st martin daily mail online,O O O O O O O B-ISLAND L-ISLAND O O O
29654,st petersburg be famous for its festival,O O O O O O O
29655,never be to richard branson private bvi island but have visit bvi irma damage be tragic via,O O O O O O B-ISLAND L-ISLAND O O O U-ISLAND O O O O O
29656,naples have a variety of family friendly activity,U-CITY O O O O O O O
29657,florida jacksonville be a popular destination for both relaxation and adventure,U-STATE U-CITY O O O O O O O O O
29658,why have the media only focus on irmas damage in florida it hit the us virgin island as well,O O O O O O O O O O U-STATE O O O O U-ISLAND O O O
29659,aerial photo of irma damage in goodland lehigh acres bonita springs,O O O O O O B-CITY I-CITY I-CITY I-CITY L-CITY
29660,sarasota be a popular destination for both relaxation and adventure,U-CITY O O O O O O O O O
29661,miami be a popular destination for outdoor enthusiast,U-CITY O O O O O O O
29662,the local celebration in sc charleston bring the community together,O O O O U-STATE U-CITY O O O O
29663,columbus be famous for its unique festival,U-CITY O O O O O O
29664,the natural landscape in wekiva be breathtaking,O O O O O O O
29665,us savannah be famous for its traditional craft,O U-CITY O O O O O O
29666,the park and garden in gibraltar offer a peaceful retreat,O O O O O O O O O O
29667,the historical museum in augusta be fascinating,O O O O O O O
29668,the local art scene in miami be dynamic and diverse,O O O O O U-CITY O O O O
29669,the scenic trail in st petersburg fl be perfect for outdoor enthusiast,O O O O O O O O O O O O
29670,miami herald,U-CITY O
29671,miami have many beautiful hiking trail,U-CITY O O O O O
29672,ppl please help i connect with valencia gunder who with be the people help poor people and mia after,O O O O O O U-CITY O O O O O O O O O O O O
29673,what we be continue to see be devastating disaster from to 25 of home have be destroy,O O O O O O O O O O O O O O O O O
29674,the local music festival in orlando be a highlight of the year,O O O O O U-CITY O O O O O O
29675,charleston assess irmas damage start to recover from incredible flooding chsnew,U-CITY O O O O O O O O O O
29676,i have always want to travel to sc fl ga,O O O O O O O B-STATE I-STATE L-STATE
29677,damage at the naples municipal airport,O O O U-CITY O O
29678,collier county have a rich and varied cultural calendar,B-COUNTY L-COUNTY O O O O O O O
29679,the historical architecture in miami add to its charm,O O O O U-CITY O O O O
29680,the cultural festival in harris county houston be colorful and lively,O O O O U-CITY O O O O O O
29681,miami be a hub for technology and innovation,U-CITY O O O O O O O
29682,the historical museum in naples be fascinating,O O O O U-CITY O O
29683,the festival in cuba be celebrate with great enthusiasm,O O O U-ISLAND O O O O O
29684,us virgin island have many beautiful hiking trail,B-ISLAND L-ISLAND O O O O O O
29685,florida jacksonville have a rich history that be well preserve,U-STATE U-CITY O O O O O O O O
29686,jacksonville be know for its picturesque landscape,U-CITY O O O O O O
29687,florida charleston have a variety of recreational facility,U-STATE U-CITY O O O O O O
29688,hurricane irma cause significant damage in key west lgbt,O O O O O O B-CITY L-CITY O
29689,miami have a variety of family friendly activity,U-CITY O O O O O O O
29690,the local market in us puerto rico offer a variety of goods,O O O O O B-ISLAND L-ISLAND O O O O O
29691,miami be renown for its innovative architecture,U-CITY O O O O O O
29692,person in floridawe be very friendly,O O O O O O
29693,miami be home to several world class museum,U-CITY O O O O O O O
29694,statesboro have a variety of family friendly activity,O O O O O O O O
29695,late on irma quarter of florida keys home destroy 12 death report in fl bring total to 55 most area still without power,O O O O O U-STATE O O O O O O O U-STATE O O O O O O O O O
29696,the park in miami be well maintain,O O O U-CITY O O O
29697,atlanta georgia have a variety of family friendly activity,U-CITY U-STATE O O O O O O O
29698,brave man help rescue a diver who be sweep away by flood in hat off to the real hero florida,O O O O O O O O O O O O O O O O O O O U-STATE
29699,havana have a variety of cultural attraction for visitor,U-CITY O O O O O O O O
29700,resident return home stun by horrifying scope of irmas destruction new york post,O O O O O O O O O O B-CITY L-CITY O
29701,many tourist visit virgin island us every year,O O O U-ISLAND O U-COUNTRY O O
29702,i have always want to travel to virgin island,O O O O O O O U-ISLAND O
29703,the cultural event in uk anguilla be well organize,O O O O U-COUNTRY U-ISLAND O O O
29704,one of the good pic come out of irma relief effort in french antilles photog say yes its real,O O O O O O O O O O O O B-ISLAND L-ISLAND O O O O O
29705,st martin be a great destination for family vacation,B-ISLAND L-ISLAND O O O O O O O
29706,fema estimate hurricane irma destroy a quarter of the home in the,O O O O O O O O O O O O
29707,the food market in naples be always busy,O O O O U-CITY O O O
29708,ok folk drive back to miami this week and go to bring aid to victim of irma as much as possible donate via venmo paypal,O O O O O U-CITY O O O O O O O O O O O O O O O O O O O
29709,florida jacksonville be know for its picturesque riverfront,U-STATE U-CITY O O O O O O
29710,cripple caribbean island run out of food water after irma irma,O U-ISLAND O O O O O O O O O
29711,atlanta motor speedway damage by irma hard to believe the camper werent blow over topple,U-CITY O O O O O O O O O O O O O O
29712,the outdoor market in miami offer fresh produce,O O O O U-CITY O O O
29713,the usvirginisland need our help after hurricaneirma help the usvi be vistrong,O O O O O O O O O O O O
29714,the cafe and restaurant in palm beach offer a range of international cuisine,O O O O O B-CITY L-CITY O O O O O O
29715,the nightlife in palm beach include many trendy bar and club,O O O B-CITY L-CITY O O O O O O
29716,the annual event in orlando draw large crowd,O O O O U-CITY O O O
29717,have you hear about the recent event in marlins park,O O O O O O O O O O
29718,at least 15 person have die after irma batter part of florida georgia and early this week,O O O O O O O O O O O B-STATE L-STATE O O O O
29719,florida tampa bay have a diverse range of culinary option,U-STATE B-CITY L-CITY O O O O O O O
29720,charleston be renown for its innovative architecture,U-CITY O O O O O O
29721,the art gallery in barbuda usa be worth a visit,O O O O U-ISLAND U-COUNTRY O O O O
29722,the cultural event in houston be well organize,O O O O U-CITY O O O
29723,lee be renown for its innovative public art installation,O O O O O O O O O
29724,the unique festival in oaxacan mexico attract visitor from around the world,O O O O O O O O O O O O
29725,hollywood be a popular spot for outdoor recreational activity,U-CITY O O O O O O O O
29726,uks have a rich musical heritage,O O O O O O
29727,the historic district in mexico us be charming and well preserve,O O O O U-COUNTRY O O O O O O
29728,the cultural heritage of chiapas oaxaca be celebrate through numerous event,O O O O U-STATE U-CITY O O O O O
29729,houston be a popular spot for outdoor recreational activity,U-CITY O O O O O O O O
29730,houston have a rich tradition of craftsmanship,U-CITY O O O O O O
29731,fl hollywood be a key player in the regional economy,U-STATE U-CITY O O O O O O O O
29732,fl hollywood have a rich tradition of craftsmanship,U-STATE U-CITY O O O O O O
29733,bermuda have a thriving theater scene,O O O O O O
29734,miami fl area my friend rossie hargis bryant jr be with a team to come down to help flood victim they need a place to stay,U-CITY O O O O O O O O O O O O O O O O O O O O O O O O O
29735,oaxaca be a popular destination for outdoor enthusiast,U-CITY O O O O O O O
29736,the botanical garden in southflorida be spectacular,O O O O O O O
